premise,hypothesis,gold_label,trigger,SetID,UID,trigger_words,premise_type
Liam believes that his wind tunnel is nearby.,Liam has a wind tunnel.,E,possessive,0,type4_possessive_00,his wind tunnel,Attitude Premise
"If Liam is an aerospace engineer and he tests the designs in his wind tunnel, it's okay.",Liam has a wind tunnel.,E,possessive,0,type4_possessive_00,his wind tunnel,Conjunction Premise
"Either Liam isn't an aerospace engineer, or he tests the designs in his wind tunnel.",Liam has a wind tunnel.,E,possessive,0,type4_possessive_00,his wind tunnel,Disjunction Premise
"If Liam is an aerospace engineer, he'll test the designs in his wind tunnel.",Liam has a wind tunnel.,E,possessive,0,type4_possessive_00,his wind tunnel,premise
Bill believes that his content management application is efficient.,Bill has a content management application.,E,possessive,1,type4_possessive_01,his content management application,Attitude Premise
"If Bill is a content strategist and he manages everything in his content management application, it's okay.",Bill has a content management application.,E,possessive,1,type4_possessive_01,his content management application,Conjunction Premise
"Either Bill isn't a content strategist, or he manages everything in his content management application.",Bill has a content management application.,E,possessive,1,type4_possessive_01,his content management application,Disjunction Premise
"If Bill is a content strategist, he'll manage everything in his content management application.",Bill has a content management application.,E,possessive,1,type4_possessive_01,his content management application,premise
Steve believes that his wildlife trap is in the forest.,Steve has a wildlife trap.,E,possessive,2,type4_possessive_02,his wildlife trap,Attitude Premise
"If Steve is a conservation officer and he sets up his wildlife trap to capture animals for research or relocation, it's okay.",Steve has a wildlife trap.,E,possessive,2,type4_possessive_02,his wildlife trap,Conjunction Premise
"Either Steve isn't a conservation officer, or he sets up his wildlife trap to capture animals for research or relocation.",Steve has a wildlife trap.,E,possessive,2,type4_possessive_02,his wildlife trap,Disjunction Premise
"If Steve is a conservation officer, he'll set up his wildlife trap to capture animals for research or relocation.",Steve has a wildlife trap.,E,possessive,2,type4_possessive_02,his wildlife trap,premise
Matt believes that his wetsuit is at home.,Matt has a wetsuit.,E,possessive,3,type4_possessive_03,his wetsuit,Attitude Premise
"If Matt is a scuba diver and he brings his wetsuit, it's okay.",Matt has a wetsuit.,E,possessive,3,type4_possessive_03,his wetsuit,Conjunction Premise
"Either Matt isn't a scuba diver, or he brings his wetsuit.",Matt has a wetsuit.,E,possessive,3,type4_possessive_03,his wetsuit,Disjunction Premise
"If Matt is a scuba diver, he'll bring his wetsuit.",Matt has a wetsuit.,E,possessive,3,type4_possessive_03,his wetsuit,premise
Noah believes that his pastry bag is in the pantry.,Noah has a pastry bag.,E,possessive,4,type4_possessive_04,his pastry bag,Attitude Premise
"If Noah is a pastry chef and he pipes frosting with his pastry bag, it's okay.",Noah has a pastry bag.,E,possessive,4,type4_possessive_04,his pastry bag,Conjunction Premise
"Either Noah isn't a pastry chef, or he pipes frosting with his pastry bag.",Noah has a pastry bag.,E,possessive,4,type4_possessive_04,his pastry bag,Disjunction Premise
"If Noah is a pastry chef, he'll pipe frosting with his pastry bag.",Noah has a pastry bag.,E,possessive,4,type4_possessive_04,his pastry bag,premise
Donald believes that his evidence bags are in the evidence room.,Donald has evidence bags.,E,possessive,5,type4_possessive_05,his evidence bags,Attitude Premise
"If Donald is a crime scene investigator and he uses his evidence bags to collect and secure crucial evidence, it's okay.",Donald has evidence bags.,E,possessive,5,type4_possessive_05,his evidence bags,Conjunction Premise
"Either Donald isn't a crime scene investigator, or he uses his evidence bags to collect and secure crucial evidence.",Donald has evidence bags.,E,possessive,5,type4_possessive_05,his evidence bags,Disjunction Premise
"If Donald is a crime scene investigator, he'll use his evidence bags to collect and secure crucial evidence.",Donald has evidence bags.,E,possessive,5,type4_possessive_05,his evidence bags,premise
Edward believes that his pen is essential.,Edward has a pen.,E,possessive,6,type4_possessive_06,his pen,Attitude Premise
"If Edward is a playwright and he brings his pen, it's okay.",Edward has a pen.,E,possessive,6,type4_possessive_06,his pen,Conjunction Premise
"Either Edward isn't a playwright, or he brings his pen.",Edward has a pen.,E,possessive,6,type4_possessive_06,his pen,Disjunction Premise
"If Edward is a playwright, he'll bring his pen.",Edward has a pen.,E,possessive,6,type4_possessive_06,his pen,premise
William believes that his notary seal is in his briefcase.,William has a notary seal.,E,possessive,7,type4_possessive_07,his notary seal,Attitude Premise
"If William is a notary and he brings his notary seal, it's okay.",William has a notary seal.,E,possessive,7,type4_possessive_07,his notary seal,Conjunction Premise
"Either William isn't a notary, or he brings his notary seal.",William has a notary seal.,E,possessive,7,type4_possessive_07,his notary seal,Disjunction Premise
"If William is a notary, he'll bring his notary seal.",William has a notary seal.,E,possessive,7,type4_possessive_07,his notary seal,premise
Charles believes that his arborist tools are in the shed.,Charles has arborist tools.,E,possessive,8,type4_possessive_08,his arborist tools,Attitude Premise
"If Charles is an urban forester and he prunes trees with his arborist tools, it's okay.",Charles has arborist tools.,E,possessive,8,type4_possessive_08,his arborist tools,Conjunction Premise
"Either Charles isn't an urban forester, or he prunes trees with his arborist tools.",Charles has arborist tools.,E,possessive,8,type4_possessive_08,his arborist tools,Disjunction Premise
"If Charles is an urban forester, he'll prune trees with his arborist tools.",Charles has arborist tools.,E,possessive,8,type4_possessive_08,his arborist tools,premise
Clyde believes that his field excavation tools are essential.,Clyde has field excavation tools.,E,possessive,9,type4_possessive_09,his field excavation tools,Attitude Premise
"If Clyde is a paleontologist and he brings his field excavation tools with him, it's okay.",Clyde has field excavation tools.,E,possessive,9,type4_possessive_09,his field excavation tools,Conjunction Premise
"Either Clyde isn't a paleontologist, or he brings his field excavation tools with him.",Clyde has field excavation tools.,E,possessive,9,type4_possessive_09,his field excavation tools,Disjunction Premise
"If Clyde is a paleontologist, he'll bring his field excavation tools with him.",Clyde has field excavation tools.,E,possessive,9,type4_possessive_09,his field excavation tools,premise
Joseph believes that his climbing harness is essential.,Joseph has a climbing harness.,E,possessive,10,type4_possessive_10,his climbing harness,Attitude Premise
"If Joseph is a mountain guide and he brings his climbing harness, it's okay.",Joseph has a climbing harness.,E,possessive,10,type4_possessive_10,his climbing harness,Conjunction Premise
"Either Joseph isn't a mountain guide, or he brings his climbing harness.",Joseph has a climbing harness.,E,possessive,10,type4_possessive_10,his climbing harness,Disjunction Premise
"If Joseph is a mountain guide, he'll bring his climbing harness.",Joseph has a climbing harness.,E,possessive,10,type4_possessive_10,his climbing harness,premise
Theodore believes that his skis are in the car.,Theodore has skis.,E,possessive,11,type4_possessive_11,his skis,Attitude Premise
"If Theodore is a ski teacher and he brings his skis, it's okay.",Theodore has skis.,E,possessive,11,type4_possessive_11,his skis,Conjunction Premise
"Either Theodore isn't a ski teacher, or he brings his skis.",Theodore has skis.,E,possessive,11,type4_possessive_11,his skis,Disjunction Premise
"If Theodore is a ski teacher, he'll bring his skis.",Theodore has skis.,E,possessive,11,type4_possessive_11,his skis,premise
David believes that his scripts are essential.,David has scripts.,E,possessive,12,type4_possessive_12,his scripts,Attitude Premise
"If David is an actor and he memorizes his scripts, it's okay.",David has scripts.,E,possessive,12,type4_possessive_12,his scripts,Conjunction Premise
"Either David isn't an actor, or he memorizes his scripts.",David has scripts.,E,possessive,12,type4_possessive_12,his scripts,Disjunction Premise
"If David is an actor, he'll memorize his scripts.",David has scripts.,E,possessive,12,type4_possessive_12,his scripts,premise
Andrew believes that his moisture meter is essential.,Andrew has a moisture meter.,E,possessive,13,type4_possessive_13,his moisture meter,Attitude Premise
"If Andrew is a home inspector and he uses his moisture meter to detect water damage, it's okay.",Andrew has a moisture meter.,E,possessive,13,type4_possessive_13,his moisture meter,Conjunction Premise
"Either Andrew isn't a home inspector, or he uses his moisture meter to detect water damage.",Andrew has a moisture meter.,E,possessive,13,type4_possessive_13,his moisture meter,Disjunction Premise
"If Andrew is a home inspector, he'll use his moisture meter to detect water damage.",Andrew has a moisture meter.,E,possessive,13,type4_possessive_13,his moisture meter,premise
James believes that his first aid kit is in the gym.,James has a first aid kit.,E,possessive,14,type4_possessive_14,his first aid kit,Attitude Premise
"If James is an athletic trainer and he brings his first aid kit, it's okay.",James has a first aid kit.,E,possessive,14,type4_possessive_14,his first aid kit,Conjunction Premise
"Either James isn't an athletic trainer, or he brings his first aid kit.",James has a first aid kit.,E,possessive,14,type4_possessive_14,his first aid kit,Disjunction Premise
"If James is an athletic trainer, he'll bring his first aid kit.",James has a first aid kit.,E,possessive,14,type4_possessive_14,his first aid kit,premise
John believes that his easel is in the studio.,John has an easel.,E,possessive,15,type4_possessive_15,his easel,Attitude Premise
"If John is a painter and he sets up his easel to start painting, it's okay.",John has an easel.,E,possessive,15,type4_possessive_15,his easel,Conjunction Premise
"Either John isn't a painter, or he sets up his easel to start painting.",John has an easel.,E,possessive,15,type4_possessive_15,his easel,Disjunction Premise
"If John is a painter, he'll set up his easel to start painting.",John has an easel.,E,possessive,15,type4_possessive_15,his easel,premise
Brian believes that his diving mask is essential.,Brian has a diving mask.,E,possessive,16,type4_possessive_16,his diving mask,Attitude Premise
"If Brian is a marine biologist and he wears his diving mask, it's okay.",Brian has a diving mask.,E,possessive,16,type4_possessive_16,his diving mask,Conjunction Premise
"Either Brian isn't a marine biologist, or he wears his diving mask.",Brian has a diving mask.,E,possessive,16,type4_possessive_16,his diving mask,Disjunction Premise
"If Brian is a marine biologist, he'll wear his diving mask.",Brian has a diving mask.,E,possessive,16,type4_possessive_16,his diving mask,premise
Richard believes that his EEG machine is essential.,Richard has an EEG machine.,E,possessive,17,type4_possessive_17,his EEG machine,Attitude Premise
"If Richard is a neurologist and he uses his EEG machine to monitor brain activity, it's okay.",Richard has an EEG machine.,E,possessive,17,type4_possessive_17,his EEG machine,Conjunction Premise
"Either Richard isn't a neurologist, or he uses his EEG machine to monitor brain activity.",Richard has an EEG machine.,E,possessive,17,type4_possessive_17,his EEG machine,Disjunction Premise
"If Richard is a neurologist, he'll use his EEG machine to monitor brain activity.",Richard has an EEG machine.,E,possessive,17,type4_possessive_17,his EEG machine,premise
Kevin believes that his dye is in the studio.,Kevin has fabrics.,E,possessive,18,type4_possessive_18,his fabrics,Attitude Premise
"If Kevin is a textile artist and he dyes his fabrics, it's okay.",Kevin has fabrics.,E,possessive,18,type4_possessive_18,his fabrics,Conjunction Premise
"Either Kevin isn't a textile artist, or he dyes his fabrics.",Kevin has fabrics.,E,possessive,18,type4_possessive_18,his fabrics,Disjunction Premise
"If Kevin is a textile artist, he'll dye his fabrics.",Kevin has fabrics.,E,possessive,18,type4_possessive_18,his fabrics,premise
Steven believes that his chalks are in the classroom.,Steven has chalks.,E,possessive,19,type4_possessive_19,his chalks,Attitude Premise
"If Steven is a teacher and he brings his chalks, it's okay.",Steven has chalks.,E,possessive,19,type4_possessive_19,his chalks,Conjunction Premise
"Either Steven isn't a teacher, or he brings his chalks.",Steven has chalks.,E,possessive,19,type4_possessive_19,his chalks,Disjunction Premise
"If Steven is a teacher, he'll bring his chalks.",Steven has chalks.,E,possessive,19,type4_possessive_19,his chalks,premise
Daniel believes that his blue pen is in his pocket.,Daniel has a blue pen.,E,possessive,20,type4_possessive_20,his blue pen,Attitude Premise
"If Daniel is a writer and he has his blue pen with him all the time, it's okay.",Daniel has a blue pen.,E,possessive,20,type4_possessive_20,his blue pen,Conjunction Premise
"Either Daniel isn't a writer, or he has his blue pen with him all the time.",Daniel has a blue pen.,E,possessive,20,type4_possessive_20,his blue pen,Disjunction Premise
"If Daniel is a writer, he'll have his blue pen with him all the time.",Daniel has a blue pen.,E,possessive,20,type4_possessive_20,his blue pen,premise
Timothy believes that his tripod is in the studio.,Timothy has a tripod.,E,possessive,21,type4_possessive_21,his tripod,Attitude Premise
"If Timothy is a photographer and he sets up his tripod for capturing photos, it's okay.",Timothy has a tripod.,E,possessive,21,type4_possessive_21,his tripod,Conjunction Premise
"Either Timothy isn't a photographer, or he sets up his tripod for capturing photos.",Timothy has a tripod.,E,possessive,21,type4_possessive_21,his tripod,Disjunction Premise
"If Timothy is a photographer, he'll set up his tripod for capturing photos.",Timothy has a tripod.,E,possessive,21,type4_possessive_21,his tripod,premise
Paul believes that his beading tools are essential.,Paul has beading tools.,E,possessive,22,type4_possessive_22,his beading tools,Attitude Premise
"If Paul is a jewelry designer and he brings his beading tools, it's okay.",Paul has beading tools.,E,possessive,22,type4_possessive_22,his beading tools,Conjunction Premise
"Either Paul isn't a jewelry designer, or he brings his beading tools.",Paul has beading tools.,E,possessive,22,type4_possessive_22,his beading tools,Disjunction Premise
"If Paul is a jewelry designer, he'll bring his beading tools.",Paul has beading tools.,E,possessive,22,type4_possessive_22,his beading tools,premise
Kenneth believes that his factory uniform is in the locker room.,Kenneth has a factory uniform.,E,possessive,23,type4_possessive_23,his factory uniform,Attitude Premise
"If Kenneth is a factory worker and he wears his factory uniform, it's okay.",Kenneth has a factory uniform.,E,possessive,23,type4_possessive_23,his factory uniform,Conjunction Premise
"Either Kenneth isn't a factory worker, or he wears his factory uniform.",Kenneth has a factory uniform.,E,possessive,23,type4_possessive_23,his factory uniform,Disjunction Premise
"If Kenneth is a factory worker, he'll wear his factory uniform.",Kenneth has a factory uniform.,E,possessive,23,type4_possessive_23,his factory uniform,premise
Gregory believes that his wireframing application is on your laptop.,Gregory has a wireframing application.,E,possessive,24,type4_possessive_24,his wireframing application,Attitude Premise
"If Gregory is a UX designer and he installs his wireframing application on your laptop, it's okay.",Gregory has a wireframing application.,E,possessive,24,type4_possessive_24,his wireframing application,Conjunction Premise
"Either Gregory isn't a UX designer, or he installs his wireframing application on your laptop.",Gregory has a wireframing application.,E,possessive,24,type4_possessive_24,his wireframing application,Disjunction Premise
"If Gregory is a UX designer, he'll install his wireframing application on your laptop.",Gregory has a wireframing application.,E,possessive,24,type4_possessive_24,his wireframing application,premise
Stephen believes that his camera is essential.,Stephen has a camera.,E,possessive,25,type4_possessive_25,his camera,Attitude Premise
"If Stephen is a photographer and he brings his camera to impress the guests, it's okay.",Stephen has a camera.,E,possessive,25,type4_possessive_25,his camera,Conjunction Premise
"Either Stephen isn't a photographer, or he brings his camera to impress the guests.",Stephen has a camera.,E,possessive,25,type4_possessive_25,his camera,Disjunction Premise
"If Stephen is a photographer, he'll bring his camera to impress the guests.",Stephen has a camera.,E,possessive,25,type4_possessive_25,his camera,premise
Todd believes that his laptop is essential.,Todd has a laptop.,E,possessive,26,type4_possessive_26,his laptop,Attitude Premise
"If Todd is a content writer and he brings his laptop, it's okay.",Todd has a laptop.,E,possessive,26,type4_possessive_26,his laptop,Conjunction Premise
"Either Todd isn't a content writer, or he brings his laptop.",Todd has a laptop.,E,possessive,26,type4_possessive_26,his laptop,Disjunction Premise
"If Todd is a content writer, he'll bring his laptop.",Todd has a laptop.,E,possessive,26,type4_possessive_26,his laptop,premise
Ronald believes that his wrench is in the toolbox.,Ronald has a wrench.,E,possessive,27,type4_possessive_27,his wrench,Attitude Premise
"If Ronald is a plumber and he tightens the pipes with his wrench, it's okay.",Ronald has a wrench.,E,possessive,27,type4_possessive_27,his wrench,Conjunction Premise
"Either Ronald isn't a plumber, or he tightens the pipes with his wrench.",Ronald has a wrench.,E,possessive,27,type4_possessive_27,his wrench,Disjunction Premise
"If Ronald is a plumber, he'll tighten the pipes with his wrench.",Ronald has a wrench.,E,possessive,27,type4_possessive_27,his wrench,premise
Patrick believes that his surfboard is at the beach.,Patrick has a surfboard.,E,possessive,28,type4_possessive_28,his students,Attitude Premise
"If Patrick is a surf instructor and he teaches his students with his surfboard, it's okay.",Patrick has a surfboard.,E,possessive,28,type4_possessive_28,his surfboard,Conjunction Premise
"Either Patrick isn't a surf instructor, or he teaches his students with his surfboard.",Patrick has a surfboard.,E,possessive,28,type4_possessive_28,his surfboard,Disjunction Premise
"If Patrick is a surf instructor, he'll teach his students with his surfboard.",Patrick has a surfboard.,E,possessive,28,type4_possessive_28,his surfboard,premise
Gary believes that his guitar is in the living room.,Gary has a guitar.,E,possessive,29,type4_possessive_29,his guitar,Attitude Premise
"If Gary is a musician and he plays his guitar, it's okay.",Gary has a guitar.,E,possessive,29,type4_possessive_29,his guitar,Conjunction Premise
"Either Gary isn't a musician, or he plays his guitar.",Gary has a guitar.,E,possessive,29,type4_possessive_29,his guitar,Disjunction Premise
"If Gary is a musician, he'll play his guitar.",Gary has a guitar.,E,possessive,29,type4_possessive_29,his guitar,premise
Douglas believes that his big ocean current meter is in the lab.,Douglas has a big ocean current meter.,E,possessive,30,type4_possessive_30,his big ocean current meter,Attitude Premise
"If Douglas is an oceanographer and he brings his big ocean current meter to the lab, it's okay.",Douglas has a big ocean current meter.,E,possessive,30,type4_possessive_30,his big ocean current meter,Conjunction Premise
"Either Douglas isn't an oceanographer, or he brings his big ocean current meter to the lab.",Douglas has a big ocean current meter.,E,possessive,30,type4_possessive_30,his big ocean current meter,Disjunction Premise
"If Douglas is an oceanographer, he'll bring his big ocean current meter to the lab.",Douglas has a big ocean current meter.,E,possessive,30,type4_possessive_30,his big ocean current meter,premise
Keith believes that his formal suit is in the wardrobe.,Keith has a formal suit.,E,possessive,31,type4_possessive_31,his formal suit,Attitude Premise
"If Keith is a compliance officer and he wears his formal suit to the meeting, it's okay.",Keith has a formal suit.,E,possessive,31,type4_possessive_31,his formal suit,Conjunction Premise
"Either Keith isn't a compliance officer, or he wears his formal suit to the meeting.",Keith has a formal suit.,E,possessive,31,type4_possessive_31,his formal suit,Disjunction Premise
"If Keith is a compliance officer, he'll wear his formal suite to the meeting.",Keith has a formal suit.,E,possessive,31,type4_possessive_31,his formal suit,premise
Craig believes that his coloscope is in the operating room.,Craig has a coloscope.,E,possessive,32,type4_possessive_32,his coloscope,Attitude Premise
"If Craig is a gastrologist and he uses his coloscope during procedures, it's okay.",Craig has a coloscope.,E,possessive,32,type4_possessive_32,his coloscope,Conjunction Premise
